sample_id,invoice_id,generated_scenario,label,edit_count,approve_count,reject_count,status_changed_count,distinct_user_count,validation_count,export_count,subtotal_change_ratio,tax_change_ratio,total_change_ratio,vendor_changed,invoice_number_changed,currency_changed,edited_after_approved,exported_after_rejected,outside_business_hours,has_deleted_line_item,has_reopened_invoice,total_tax_mismatch,repeated_processing_attempts,minutes_between_create_and_approve,max_updates_within_10_minutes,audit_duration_minutes,anomaly_reason_codes,notes
NORMAL-0249,5c1cfe21-e1d9-586d-9692-51a6cc6e70ce,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,810,0,1149,,Invoice followed a low-touch review and approval path.
NORMAL-0250,72ca1e4e-6aa3-54b7-96c8-50d13f4651fc,normal_exported_after_approval,0,1,1,0,2,1,0,1,0.005,0.014,0.010,0,0,0,0,0,0,0,0,0,0,354,0,427,,Invoice was exported only after approval.
NORMAL-0251,a52f1741-922d-5416-a137-c6c2d2edc97e,normal_straight_through,0,2,1,0,1,1,0,1,0.010,0.008,0.012,0,0,0,0,0,0,0,0,0,0,70,0,676,,Invoice followed a low-touch review and approval path.
NORMAL-0252,a35bf3f1-d8ae-5381-b066-c0a33018b71f,normal_pending_review,0,2,0,0,1,1,0,0,0.024,0.024,0.023,0,0,0,0,0,0,0,0,0,0,0,2,957,,Invoice remains in pending review with no approval or export.
NORMAL-0253,c1ef3a1d-174d-57c3-b70b-a97690d0fae9,normal_exported_after_approval,0,1,1,0,1,2,1,1,0.011,0.010,0.012,0,0,0,0,0,0,0,0,0,0,1388,2,1417,,Invoice was exported only after approval.
NORMAL-0254,7e1b3c4b-1923-56f3-b5ca-624dbb3adffe,normal_minor_correction,0,2,1,0,1,1,2,1,0.019,0.007,0.018,0,0,0,0,0,0,0,0,0,0,134,0,813,,Small pre-approval correction resolved during routine review.
NORMAL-0255,87ec8053-298c-585a-8f68-63151b678e7f,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,40,1,376,,Invoice followed a low-touch review and approval path.
NORMAL-0256,c85d4604-2e1d-5b50-8ad5-e8d0212dbbca,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,1435,1,1584,,Invoice followed a low-touch review and approval path.
NORMAL-0257,93d19b8c-2b45-5ad7-ba59-795ceca37393,normal_pending_review,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,1,1894,,Invoice remains in pending review with no approval or export.
NORMAL-0258,f1fb5480-0b3c-541b-ab9e-ca0564098ba2,normal_minor_correction,0,1,1,0,1,1,2,0,0.005,0.004,0.005,0,0,0,0,0,0,1,0,0,0,227,0,482,,Small pre-approval correction resolved during routine review.
NORMAL-0259,21812fc0-f51a-5e4d-909b-48f49ecf7fd2,normal_straight_through,0,0,1,0,1,1,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,138,0,164,,Invoice followed a low-touch review and approval path.
NORMAL-0260,20105407-b583-5ba9-aca5-908f061b0c55,normal_exported_after_approval,0,1,1,0,2,1,0,1,0.008,0.007,0.010,0,0,0,0,0,0,0,0,0,0,29,0,137,,Invoice was exported only after approval.
NORMAL-0261,9f1d2a23-a1f8-5764-9c37-685de7020f24,normal_two_user_review,0,1,1,0,1,3,2,0,0.006,0.017,0.010,0,0,0,0,0,0,0,0,0,0,1417,0,1747,,Two reviewers participated in a normal approval workflow.
NORMAL-0262,70960229-035a-571c-b837-3c62c3719f21,normal_two_user_review,0,1,1,0,1,2,2,1,0.007,0.007,0.009,0,0,0,0,0,0,0,0,0,0,402,2,530,,Two reviewers participated in a normal approval workflow.
NORMAL-0263,9877b7a3-b3d9-59ce-9bed-69d958c7826f,normal_exported_after_approval,0,2,1,0,1,2,0,1,0.014,0.010,0.012,0,0,0,0,0,0,0,0,0,0,891,0,1188,,Invoice was exported only after approval.
NORMAL-0264,34f3ca2d-016c-5229-8b23-b6bcc6703a96,normal_two_user_review,0,2,1,0,2,2,1,0,0.025,0.022,0.021,0,0,0,0,0,0,0,0,0,0,84,1,308,,Two reviewers participated in a normal approval workflow.
NORMAL-0265,9d8e3ec8-6b5e-5eae-9f88-337391805578,normal_straight_through,0,1,1,0,1,1,0,0,0.007,0.005,0.004,0,0,0,0,0,0,0,0,0,0,879,0,1124,,Invoice followed a low-touch review and approval path.
NORMAL-0266,7ee6e891-baa3-539e-9e8f-8c905cb52313,normal_straight_through,0,1,1,0,1,1,1,0,0.009,0.007,0.011,0,0,0,0,0,0,0,0,0,0,63,0,298,,Invoice followed a low-touch review and approval path.
NORMAL-0267,889fc44b-df89-5d0e-aa18-36db2604ff47,normal_pending_review,0,1,0,0,0,1,1,0,0.006,0.008,0.008,0,0,0,0,0,0,0,0,0,0,0,0,529,,Invoice remains in pending review with no approval or export.
NORMAL-0268,ecd54daf-8a98-5b1f-bc09-d1c03ef9130d,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,123,0,146,,Invoice followed a low-touch review and approval path.
NORMAL-0269,394e150b-0446-51ba-8ccc-9e9a43ba8b59,normal_pending_review,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,1,1018,,Invoice remains in pending review with no approval or export.
NORMAL-0270,0cd019e3-06e8-5061-a9e6-a4a87e6ee77a,normal_validation_then_approval,0,2,1,0,2,2,1,1,0.013,0.013,0.010,0,0,0,0,0,0,0,0,0,0,880,0,951,,Validation was rerun before ordinary approval.
NORMAL-0271,18a38482-1b95-5743-8dde-0cb7c9885783,normal_exported_after_approval,0,2,1,0,2,1,0,1,0.031,0.011,0.025,0,0,0,0,0,0,0,0,0,0,18,0,676,,Invoice was exported only after approval.
NORMAL-0272,3ccc7fbf-c783-5703-b5aa-391142e0c3a6,normal_minor_correction,0,3,1,0,1,1,2,0,0.028,0.009,0.024,0,0,0,0,0,0,0,0,0,0,315,0,488,,Small pre-approval correction resolved during routine review.
NORMAL-0273,8a78071f-bf12-57cc-90d7-b7b977ce4d37,normal_minor_correction,0,2,1,0,1,1,1,0,0.015,0.004,0.013,0,0,0,0,0,0,1,0,0,0,159,2,199,,Small pre-approval correction resolved during routine review.
NORMAL-0274,0774d95a-ebcf-535d-8850-eea29a2572a9,normal_validation_then_approval,0,1,1,0,2,1,2,0,0.008,0.011,0.010,0,0,0,0,0,0,0,0,0,0,1073,2,1286,,Validation was rerun before ordinary approval.
NORMAL-0275,85c7e91a-3b13-594d-90a4-07ff6e9aa377,normal_minor_correction,0,2,1,0,1,1,1,0,0.029,0.026,0.028,0,0,0,0,0,0,0,0,0,0,929,1,1214,,Small pre-approval correction resolved during routine review.
NORMAL-0276,ebce3483-6000-57eb-8999-6fb17a4c6563,normal_straight_through,0,1,1,0,1,1,1,0,0.005,0.007,0.004,0,0,0,0,0,0,0,0,0,0,404,0,614,,Invoice followed a low-touch review and approval path.
NORMAL-0277,469b38cb-6765-5c5b-a50d-485aaeff824e,normal_two_user_review,0,1,1,0,1,2,2,1,0.008,0.013,0.011,0,0,0,0,0,0,0,0,0,0,825,1,913,,Two reviewers participated in a normal approval workflow.
NORMAL-0278,3f92f603-a136-5d1e-8687-f1124e5595b6,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,315,0,651,,Invoice followed a low-touch review and approval path.
NORMAL-0279,db2bca31-a7db-53bc-bf56-39905f6dfa3b,normal_minor_correction,0,2,1,0,1,1,2,0,0.004,0.013,0.004,0,0,0,0,0,1,0,0,0,0,455,0,633,,Small pre-approval correction resolved during routine review.
NORMAL-0280,a6624875-31cc-5ccd-8dd4-0048c8d12f6a,normal_validation_then_approval,0,2,1,0,1,2,1,1,0.012,0.014,0.011,0,0,0,0,0,0,0,0,0,0,914,1,1093,,Validation was rerun before ordinary approval.
NORMAL-0281,b0b57318-9c52-5e58-9e49-c47a26f3db2c,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,1,0,0,0,0,1194,0,1468,,Invoice followed a low-touch review and approval path.
NORMAL-0282,9012d79c-187d-5f0c-93c4-7c3fe7831680,normal_minor_correction,0,1,1,0,1,2,2,0,0.015,0.012,0.016,0,0,0,0,0,0,1,0,0,0,445,3,766,,Small pre-approval correction resolved during routine review.
NORMAL-0283,37597184-49e6-5609-a0df-8430ca86cc9d,normal_pending_review,0,0,0,0,1,1,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1281,,Invoice remains in pending review with no approval or export.
NORMAL-0284,167a6652-134d-5027-8a0b-ea9013896986,normal_pending_review,0,0,0,0,0,1,1,0,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,0,0,34,,Invoice remains in pending review with no approval or export.
NORMAL-0285,57dd55b1-57f3-5ea5-a7a4-f4c77c1fcf87,normal_two_user_review,0,2,1,0,2,2,1,0,0.008,0.010,0.007,0,0,0,0,0,0,0,0,0,0,323,0,660,,Two reviewers participated in a normal approval workflow.
NORMAL-0286,34453749-b624-5604-88b7-cac4449b9d03,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,1364,0,1529,,Invoice followed a low-touch review and approval path.
NORMAL-0287,a33310f7-c4bf-5f67-81ac-2ab9b23ef037,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,108,0,337,,Invoice followed a low-touch review and approval path.
NORMAL-0288,f4b18b4d-2a8c-5789-bcaf-2fc410ca1d36,normal_straight_through,0,1,1,0,1,1,0,1,0.007,0.014,0.010,0,0,0,0,0,0,0,0,0,0,324,1,694,,Invoice followed a low-touch review and approval path.
NORMAL-0289,8a27f6c4-9512-5a26-bccd-86d3f854f78e,normal_minor_correction,0,2,1,0,1,1,2,0,0.004,0.024,0.007,0,0,0,0,0,0,0,0,0,0,22,2,158,,Small pre-approval correction resolved during routine review.
NORMAL-0290,d39f9594-048a-58f8-87a0-c93a6235159e,normal_minor_correction,0,1,1,0,1,1,1,0,0.009,0.015,0.010,0,0,0,0,0,0,0,0,0,0,384,0,676,,Small pre-approval correction resolved during routine review.
NORMAL-0291,94f0b291-a0fc-5efc-a7d4-d3caa323a4e0,normal_straight_through,0,1,1,0,1,1,1,0,0.005,0.002,0.006,0,0,0,0,0,0,0,0,0,0,125,0,372,,Invoice followed a low-touch review and approval path.
NORMAL-0292,fce6e297-5ab9-5360-8961-ce80a52014dd,normal_straight_through,0,1,1,0,1,2,1,0,0.005,0.012,0.005,0,0,0,0,0,0,0,0,0,0,1343,0,1444,,Invoice followed a low-touch review and approval path.
NORMAL-0293,d5dd91fb-afe6-5a1a-bc96-9ecbe97bf81a,normal_straight_through,0,1,1,0,1,1,0,0,0.001,0.009,0.000,0,0,0,0,0,0,0,0,0,0,73,2,329,,Invoice followed a low-touch review and approval path.
NORMAL-0294,49f70bc8-9552-5f07-be35-4c10bf5e5ff7,normal_minor_correction,0,2,1,0,1,2,2,0,0.022,0.015,0.019,0,0,0,0,0,0,0,0,0,0,371,1,593,,Small pre-approval correction resolved during routine review.
NORMAL-0295,0d7ab04e-4b98-5503-9ca1-91fcc9bbe814,normal_minor_correction,0,3,1,0,1,1,1,0,0.016,0.024,0.019,0,0,0,0,0,0,0,0,0,0,193,1,395,,Small pre-approval correction resolved during routine review.
NORMAL-0296,7ad4f378-b945-5595-8ad7-3867a0e63738,normal_pending_review,0,2,0,0,0,2,1,0,0.017,0.010,0.018,0,0,0,0,0,0,0,0,0,0,0,2,1003,,Invoice remains in pending review with no approval or export.
NORMAL-0297,17970b02-c5ba-5762-8034-38ac1677884a,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,28,1,182,,Invoice followed a low-touch review and approval path.
NORMAL-0298,96a57ee4-5f15-5cd1-8552-c7dffa99d4c0,normal_two_user_review,0,1,1,0,2,2,1,0,0.007,0.007,0.008,0,0,0,0,0,0,0,0,0,0,510,0,734,,Two reviewers participated in a normal approval workflow.
NORMAL-0299,0ca9ba0e-cef0-5382-9b0f-93e3d08571ab,normal_minor_correction,0,1,1,0,1,1,1,0,0.012,0.006,0.009,0,0,0,0,0,0,0,0,0,0,1169,0,1335,,Small pre-approval correction resolved during routine review.
NORMAL-0300,e45e42b4-8239-5059-bde5-44467f77fe30,normal_pending_review,0,1,0,0,1,1,1,0,0.005,0.010,0.005,0,0,0,0,0,0,0,0,0,0,0,2,1533,,Invoice remains in pending review with no approval or export.
NORMAL-0301,87b664f2-1eeb-50f1-94e1-815f5bf36457,normal_two_user_review,0,2,1,0,1,2,1,1,0.020,0.020,0.019,0,0,0,0,0,0,0,0,0,0,188,2,566,,Two reviewers participated in a normal approval workflow.
NORMAL-0302,e9c1c9c6-459a-5d44-90c1-7a2c72da6ca9,normal_straight_through,0,0,1,0,1,2,0,0,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,40,0,250,,Invoice followed a low-touch review and approval path.
NORMAL-0303,f894d8e9-d48f-5ab4-b6ed-f51fe9313fed,normal_two_user_review,0,3,1,0,2,3,2,0,0.029,0.003,0.026,0,0,0,0,0,0,0,0,0,0,431,1,504,,Two reviewers participated in a normal approval workflow.
NORMAL-0304,d44afba4-b990-5a61-b809-41dc8472084b,normal_minor_correction,0,1,1,0,1,1,2,0,0.001,0.009,0.003,0,0,0,0,0,0,1,0,0,0,177,1,190,,Small pre-approval correction resolved during routine review.
NORMAL-0305,cdfde288-8916-5305-9e88-63d70c69641e,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,810,1,917,,Invoice followed a low-touch review and approval path.
NORMAL-0306,02ecc11c-522c-563c-9cf4-2ca8f994dd7e,normal_straight_through,0,2,1,0,1,1,0,0,0.006,0.010,0.004,0,0,0,0,0,0,0,0,0,0,87,0,295,,Invoice followed a low-touch review and approval path.
NORMAL-0307,ff7aeb20-0539-53ec-8398-53e1ced10c74,normal_pending_review,0,0,0,0,1,1,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,1,1491,,Invoice remains in pending review with no approval or export.
NORMAL-0308,e923bb36-3b8d-58ad-bcc5-e567458e9961,normal_pending_review,0,1,0,0,0,1,2,0,0.006,0.005,0.008,0,0,0,0,0,0,0,0,0,0,0,1,406,,Invoice remains in pending review with no approval or export.
NORMAL-0309,4e540e19-0099-553c-bbb8-d8e6b2f71b33,normal_minor_correction,0,3,1,0,1,1,2,1,0.022,0.018,0.022,0,0,0,0,0,0,0,0,0,0,62,0,533,,Small pre-approval correction resolved during routine review.
NORMAL-0310,3ee3720a-bc9f-5a15-a20b-cb3c0277c68f,normal_exported_after_approval,0,1,1,0,1,3,0,1,0.005,0.008,0.003,0,0,0,0,0,0,0,0,0,0,1112,1,1226,,Invoice was exported only after approval.
NORMAL-0311,ea7258bd-2f84-5b26-bae2-952e56f1b393,normal_pending_review,0,1,0,0,1,2,1,0,0.016,0.005,0.011,0,0,0,0,0,0,0,0,0,0,0,0,57,,Invoice remains in pending review with no approval or export.
NORMAL-0312,ad4ae95e-5b07-5915-9479-63f50f1f9fff,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,588,0,639,,Invoice followed a low-touch review and approval path.
NORMAL-0313,f2d1b2b4-f032-5136-8d8a-f5240caf3170,normal_pending_review,0,1,0,0,1,1,1,0,0.003,0.003,0.002,0,0,0,0,0,0,0,0,0,0,0,1,936,,Invoice remains in pending review with no approval or export.
NORMAL-0314,d1056e4e-e678-55e2-85e3-7691d8eaf628,normal_minor_correction,0,1,1,0,1,1,1,0,0.003,0.005,0.001,0,0,0,0,0,0,0,0,0,0,1149,1,1479,,Small pre-approval correction resolved during routine review.
NORMAL-0315,5c80302c-ef27-5e96-80c6-015dde79dff4,normal_two_user_review,0,2,1,0,1,2,2,1,0.025,0.032,0.026,0,0,0,0,0,0,0,0,0,0,756,1,1383,,Two reviewers participated in a normal approval workflow.
NORMAL-0316,e5578700-7757-5cd9-a59b-470b0c7d9f6d,normal_exported_after_approval,0,0,1,0,1,1,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,169,1,440,,Invoice was exported only after approval.
NORMAL-0317,a36fc68c-7420-5209-95fc-3a82ede9f456,normal_straight_through,0,0,1,0,1,2,0,0,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,483,1,662,,Invoice followed a low-touch review and approval path.
NORMAL-0318,f85060d2-8eb6-5dab-94cd-6712987a7e2c,normal_minor_correction,0,1,1,0,1,1,1,0,0.011,0.012,0.010,0,0,0,0,0,0,0,0,0,0,27,0,42,,Small pre-approval correction resolved during routine review.
NORMAL-0319,204389ce-35d3-553a-8b8d-85b9c9361a99,normal_straight_through,0,2,1,0,1,2,0,0,0.010,0.009,0.010,0,0,0,0,0,0,0,0,0,0,1057,0,1273,,Invoice followed a low-touch review and approval path.
NORMAL-0320,14744d43-0ac7-503c-9c42-d74cf010c575,normal_pending_review,0,0,0,0,0,2,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,1,2713,,Invoice remains in pending review with no approval or export.
NORMAL-0321,c65a39df-ceca-59ad-9fee-e290d3fd9e4b,normal_validation_then_approval,0,1,1,0,1,1,2,0,0.016,0.012,0.016,0,0,0,0,0,0,0,0,0,0,349,0,560,,Validation was rerun before ordinary approval.
NORMAL-0322,b01f94a8-53ce-5803-8f57-75fa44a8591e,normal_straight_through,0,1,1,0,1,1,0,1,0.001,0.013,0.006,0,0,0,0,0,0,0,0,0,0,130,1,540,,Invoice followed a low-touch review and approval path.
NORMAL-0323,0113dc12-fe6a-505c-8ca6-a9953d99db3b,normal_minor_correction,0,2,1,0,1,1,1,1,0.027,0.016,0.024,0,0,0,0,0,0,0,0,0,0,389,0,567,,Small pre-approval correction resolved during routine review.
NORMAL-0324,74e4c440-bf88-5519-b279-a8dfe4303235,normal_two_user_review,0,1,1,0,1,2,2,1,0.006,0.016,0.006,0,0,0,0,0,0,0,0,0,0,912,1,1463,,Two reviewers participated in a normal approval workflow.
NORMAL-0325,ae866713-f4cd-5915-9b47-078618b30545,normal_minor_correction,0,1,1,0,1,1,1,1,0.005,0.007,0.002,0,0,0,0,0,0,0,0,0,0,44,2,287,,Small pre-approval correction resolved during routine review.
NORMAL-0326,e721ea65-32c1-59d5-b8b6-9dc0f9034396,normal_straight_through,0,1,1,0,1,1,1,0,0.005,0.014,0.007,0,0,0,0,0,0,0,0,0,0,719,0,1069,,Invoice followed a low-touch review and approval path.
NORMAL-0327,ab8c5965-3550-5899-9c73-c6dbd853f557,normal_minor_correction,0,2,1,0,1,1,1,1,0.022,0.006,0.021,1,0,0,0,0,0,0,0,0,0,160,1,645,,Small pre-approval correction resolved during routine review.
NORMAL-0328,7ae6cf2b-40c4-520e-9011-afce71bbbbd5,normal_straight_through,0,0,1,0,1,1,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,1295,1,1578,,Invoice followed a low-touch review and approval path.
NORMAL-0329,e233ea6a-58bc-5cb1-a7d0-5552e4bd8d27,normal_exported_after_approval,0,1,1,0,1,2,1,1,0.009,0.004,0.006,0,0,0,0,0,0,0,0,0,0,551,1,932,,Invoice was exported only after approval.
NORMAL-0330,dec04046-2bef-504f-a32f-050ebc3a8079,normal_exported_after_approval,0,1,1,0,2,2,1,1,0.003,0.007,0.005,0,0,0,0,0,0,0,0,0,0,213,0,898,,Invoice was exported only after approval.
NORMAL-0331,72e33766-e245-5d01-aa8e-96d2bdf9000d,normal_minor_correction,0,2,1,0,1,1,2,1,0.014,0.006,0.012,0,0,0,0,0,0,0,0,0,0,467,0,808,,Small pre-approval correction resolved during routine review.
NORMAL-0332,0a1db4e3-05fc-5e94-8ed4-1b813868058a,normal_pending_review,0,1,0,0,1,1,1,0,0.007,0.011,0.006,0,0,0,0,0,0,0,0,0,0,0,2,2035,,Invoice remains in pending review with no approval or export.
NORMAL-0333,12bd6d53-3297-5ded-bb00-4a67bb222d0d,normal_exported_after_approval,0,0,1,0,1,2,1,1,0.000,0.000,0.003,0,0,0,0,0,0,0,0,0,0,311,0,713,,Invoice was exported only after approval.
NORMAL-0334,e99f9b7c-d60e-53ef-a89b-d0b005fa2e76,normal_validation_then_approval,0,2,1,0,1,1,2,1,0.004,0.011,0.005,0,0,0,0,0,0,0,0,0,0,627,0,744,,Validation was rerun before ordinary approval.
NORMAL-0335,9adaa4d4-81a9-53b1-8889-944ed1eb7ac6,normal_two_user_review,0,2,1,0,2,3,1,1,0.018,0.026,0.019,0,0,0,0,0,0,0,0,0,0,832,0,1167,,Two reviewers participated in a normal approval workflow.
NORMAL-0336,80ea516c-6742-556b-8785-4bdda0837aeb,normal_validation_then_approval,0,1,1,0,1,1,1,0,0.006,0.009,0.004,0,0,0,0,0,0,0,0,0,0,750,0,1019,,Validation was rerun before ordinary approval.
NORMAL-0337,58f969df-26ca-55af-9df1-f49f666e3593,normal_pending_review,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,1,193,,Invoice remains in pending review with no approval or export.
NORMAL-0338,02e4abbe-91b2-5f04-939a-7d7d8c021e23,normal_minor_correction,0,1,1,0,1,1,2,1,0.002,0.006,0.004,0,0,0,0,0,0,0,0,0,0,1191,1,1312,,Small pre-approval correction resolved during routine review.
NORMAL-0339,2d405f5a-b77d-5168-a469-410262357a8f,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,135,0,311,,Invoice followed a low-touch review and approval path.
NORMAL-0340,cb2d6105-e846-5021-8b08-cf740e2d14f2,normal_minor_correction,0,1,1,0,1,1,1,1,0.006,0.006,0.007,0,0,0,0,0,0,0,0,0,0,77,0,193,,Small pre-approval correction resolved during routine review.
NORMAL-0341,02018911-49dd-57c0-a6ff-3d3546411b56,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,968,1,1264,,Invoice followed a low-touch review and approval path.
NORMAL-0342,f87fcf8b-d04c-5119-9fc3-61deea5bd3be,normal_pending_review,0,0,0,0,1,1,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,2,703,,Invoice remains in pending review with no approval or export.
NORMAL-0343,b530e2dd-cd4a-56a5-92c1-7caa497b6992,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,191,0,489,,Invoice followed a low-touch review and approval path.
NORMAL-0344,f399bf59-4c2f-54f0-a300-47c2ca43e456,normal_minor_correction,0,1,1,0,1,1,1,0,0.010,0.006,0.008,0,0,0,0,0,0,0,0,0,0,88,0,139,,Small pre-approval correction resolved during routine review.
NORMAL-0345,54532aa9-1d4f-57e5-a6ed-48e0aea36ee5,normal_straight_through,0,0,1,0,1,1,1,0,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,31,0,201,,Invoice followed a low-touch review and approval path.
NORMAL-0346,637b2b80-46a2-5054-ab7a-c4776f8680dd,normal_straight_through,0,0,1,0,1,1,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,411,1,549,,Invoice followed a low-touch review and approval path.
NORMAL-0347,045383ad-017c-551a-b3ae-dd43e15c08eb,normal_pending_review,0,2,0,0,1,1,1,0,0.020,0.011,0.022,0,0,0,0,0,0,0,0,0,0,0,1,1124,,Invoice remains in pending review with no approval or export.
NORMAL-0348,4c7d4f29-c8dc-505f-b6cd-28cef1e3af50,normal_exported_after_approval,0,0,1,0,1,1,1,1,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,1009,0,1406,,Invoice was exported only after approval.
NORMAL-0349,3987666b-9f5c-5392-9d75-b0b096f8b89e,normal_exported_after_approval,0,0,1,0,1,2,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,57,0,743,,Invoice was exported only after approval.
NORMAL-0350,e8bb1ebd-6d10-57c9-9723-8958210a5d9d,normal_validation_then_approval,0,1,1,0,2,1,2,1,0.007,0.016,0.011,0,0,0,0,0,0,0,0,0,0,890,1,1608,,Validation was rerun before ordinary approval.
NORMAL-0351,5be5b6d1-af9e-5f4c-824e-01e6b81adc24,normal_two_user_review,0,2,1,0,2,2,2,1,0.016,0.008,0.012,0,0,0,0,0,0,0,0,0,0,421,1,916,,Two reviewers participated in a normal approval workflow.
NORMAL-0352,eb87dd0c-029f-5470-8d69-7b5240ba7115,normal_minor_correction,0,2,1,0,1,2,2,0,0.018,0.008,0.017,1,0,0,0,0,0,0,0,0,0,56,1,93,,Small pre-approval correction resolved during routine review.
NORMAL-0353,156c5d4c-93e0-5ca6-a874-89f0691ca725,normal_minor_correction,0,1,1,0,1,2,2,0,0.011,0.009,0.009,0,0,0,0,0,0,0,0,0,0,441,0,631,,Small pre-approval correction resolved during routine review.
NORMAL-0354,f3b27206-fd93-5c79-af8b-e1b7b9b4a0b3,normal_validation_then_approval,0,2,1,0,2,1,1,1,0.014,0.002,0.013,0,0,0,0,0,0,0,0,0,0,71,1,160,,Validation was rerun before ordinary approval.
NORMAL-0355,640431ad-5f72-5014-8c51-830b9bee5119,normal_pending_review,0,1,0,0,1,1,2,0,0.001,0.012,0.005,0,0,0,0,0,0,0,0,0,0,0,1,122,,Invoice remains in pending review with no approval or export.
NORMAL-0356,0982f0ef-863d-53ce-91bc-72c501d71420,normal_two_user_review,0,2,1,0,1,2,2,1,0.019,0.024,0.020,0,0,0,0,0,0,0,0,0,0,228,0,380,,Two reviewers participated in a normal approval workflow.
NORMAL-0357,a994d44c-b0c0-57f2-a916-233343219e6a,normal_exported_after_approval,0,0,1,0,1,1,1,1,0.000,0.000,0.003,0,0,0,0,0,0,0,0,0,0,300,2,949,,Invoice was exported only after approval.
NORMAL-0358,609945db-7685-5f0c-a1b2-e36bdcc6a217,normal_minor_correction,0,2,1,0,1,1,1,1,0.007,0.016,0.006,0,0,0,0,0,0,0,0,0,0,1004,1,1108,,Small pre-approval correction resolved during routine review.
NORMAL-0359,d9077834-a8e2-5ef8-a460-e35cd4644a03,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,338,1,444,,Invoice followed a low-touch review and approval path.
NORMAL-0360,41958c22-a577-599f-8776-d46ead52601e,normal_validation_then_approval,0,1,1,0,1,1,1,1,0.002,0.006,0.001,0,0,0,0,0,0,0,0,0,0,489,0,694,,Validation was rerun before ordinary approval.
NORMAL-0361,ea9915c0-b74b-58ea-a877-2565e20b5161,normal_minor_correction,0,1,1,0,1,2,1,0,0.003,0.010,0.005,0,0,0,0,0,0,0,0,0,0,741,1,756,,Small pre-approval correction resolved during routine review.
NORMAL-0362,774c5230-9ed3-56f7-ac23-a30f5484a073,normal_minor_correction,0,1,1,0,1,1,2,0,0.011,0.003,0.008,0,0,0,0,0,0,0,0,0,0,1208,0,1235,,Small pre-approval correction resolved during routine review.
NORMAL-0363,44a309ed-43ea-5b51-a4c2-ad2e55bb6272,normal_exported_after_approval,0,0,1,0,1,1,0,1,0.000,0.000,0.003,0,0,0,0,0,0,0,0,0,0,361,0,550,,Invoice was exported only after approval.
NORMAL-0364,5a2f2bb4-ce26-5d41-ad62-bfee13362c4c,normal_exported_after_approval,0,0,1,0,2,1,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,74,0,351,,Invoice was exported only after approval.
